DATE_FORMAT,Grant Total
2018-12-20,40
2018-12-21,32
2018-12-22,60
2018-12-23,34
2018-12-24,15
2018-12-25,7
2018-12-26,47
2018-12-27,38
2018-12-28,22
2018-12-29,47
2018-12-30,40
2018-12-31,15
2019-01-01,16
2019-01-02,51
2019-01-03,40
2019-01-04,22
2019-01-05,42
2019-01-06,35
2019-01-07,25
2019-01-08,23
2019-01-09,60
2019-01-10,46
2019-01-11,30
2019-01-12,52
2019-01-13,35
2019-01-14,41
2019-01-15,16
2019-01-16,50
2019-01-17,57
2019-01-18,37
2019-01-19,52
2019-01-20,30
2019-01-21,49
2019-01-22,34
2019-01-23,67
2019-01-24,38
2019-01-25,19
2019-01-26,58
2019-01-27,44
2019-01-28,27
2019-01-29,46
2019-01-30,41
2019-01-31,37
2019-02-01,26
2019-02-02,88
2019-02-03,81
2019-02-04,46
2019-02-05,51
2019-02-06,66
2019-02-07,41
2019-02-08,26
2019-02-09,50
2019-02-10,31
2019-02-11,35
2019-02-12,33
2019-02-13,61
2019-02-14,22
2019-02-15,22
2019-02-16,47
2019-02-17,39
2019-02-18,43
2019-02-19,53
2019-02-20,61
2019-02-21,45
2019-02-22,20
2019-02-23,44
2019-02-24,36
2019-02-25,38
2019-02-26,37
2019-02-27,71
2019-02-28,29
2019-03-01,30
2019-03-02,49
2019-03-03,51
2019-03-04,42
2019-03-05,45
2019-03-06,113
2019-03-07,59
2019-03-08,26
2019-03-09,58
2019-03-10,37
2019-03-11,21
2019-03-12,46
2019-03-13,76
2019-03-14,34
2019-03-15,29
2019-03-16,54
2019-03-17,38
2019-03-18,64
2019-03-19,28
2019-03-20,76
2019-03-21,80
2019-03-22,24
2019-03-23,70
2019-03-24,39
2019-03-25,20
2019-03-26,70
2019-03-27,102
2019-03-28,54
2019-03-29,27
2019-03-30,74
2019-03-31,56
2019-04-01,41
2019-04-02,81
2019-04-03,108
2019-04-04,83
2019-04-05,66
2019-04-06,93
2019-04-07,66
2019-04-08,60
2019-04-09,66
2019-04-10,122
2019-04-11,82
2019-04-12,62
2019-04-13,94
2019-04-14,62
2019-04-15,69
2019-04-16,61
2019-04-17,121
2019-04-18,96
2019-04-19,49
2019-04-20,88
2019-04-21,65
2019-04-22,67
2019-04-23,75
2019-04-24,117
2019-04-25,58
2019-04-26,48
2019-04-27,88
2019-04-28,65
2019-04-29,47
2019-04-30,59
2019-05-01,112
2019-05-02,85
2019-05-03,61
2019-05-04,91
2019-05-05,68
2019-05-06,79
2019-05-07,85
2019-05-08,125
2019-05-09,98
2019-05-10,58
2019-05-11,108
2019-05-12,77
2019-05-13,75
2019-05-14,90
2019-05-15,132
2019-05-16,85
2019-05-17,58
2019-05-18,86
2019-05-19,73
2019-05-20,148
2019-05-21,109
2019-05-22,176
2019-05-23,164
2019-05-24,57
2019-05-25,99
2019-05-26,83
2019-05-27,135
2019-05-28,127
2019-05-29,131
2019-05-30,102
2019-05-31,57
2019-06-01,100
2019-06-02,80
2019-06-03,72
2019-06-04,61
2019-06-05,110
2019-06-06,96
2019-06-07,145
2019-06-08,103
2019-06-09,81
2019-06-10,84
2019-06-11,79
2019-06-12,125
2019-06-13,91
2019-06-14,57
2019-06-15,92
2019-06-16,85
2019-06-17,68
2019-06-18,79
2019-06-19,132
2019-06-20,107
2019-06-21,58
2019-06-22,106
2019-06-23,75
2019-06-24,71
2019-06-25,65
2019-06-26,114
2019-06-27,99
2019-06-28,61
2019-06-29,97
2019-06-30,78
2019-07-01,87
2019-07-02,76
2019-07-03,117
2019-07-04,113
2019-07-05,57
2019-07-06,96
2019-07-07,86
2019-07-08,77
2019-07-09,73
2019-07-10,115
2019-07-11,94
2019-07-12,60
2019-07-13,95
2019-07-14,78
2019-07-15,86
2019-07-16,69
2019-07-17,124
2019-07-18,89
2019-07-19,61
2019-07-20,95
2019-07-21,92
2019-07-22,85
2019-07-23,101
2019-07-24,134
2019-07-25,92
2019-07-26,69
2019-07-27,107
2019-07-28,75
2019-07-29,70
2019-07-30,96
2019-07-31,108
2019-08-01,105
2019-08-02,64
2019-08-03,104
2019-08-04,77
2019-08-05,81
2019-08-06,68
2019-08-07,124
2019-08-08,98
2019-08-09,57
2019-08-10,103
2019-08-11,76
2019-08-12,121
2019-08-13,119
2019-08-14,119
2019-08-15,69
2019-08-16,60
2019-08-17,103
2019-08-18,92
2019-08-19,93
2019-08-20,69
2019-08-21,119
2019-08-22,85
2019-08-23,54
2019-08-24,105
2019-08-25,80
2019-08-26,75
2019-08-27,83
2019-08-28,132
2019-08-29,89
2019-08-30,61
2019-08-31,97
2019-09-01,79
2019-09-02,88
2019-09-03,93
2019-09-04,122
2019-09-05,106
2019-09-06,56
2019-09-07,97
2019-09-08,79
2019-09-09,99
2019-09-10,85
2019-09-11,127
2019-09-12,95
2019-09-13,63
2019-09-14,105
2019-09-15,74
2019-09-16,75
2019-09-17,70
2019-09-18,97
2019-09-19,92
2019-09-20,58
2019-09-21,101
2019-09-22,79
2019-09-23,89
2019-09-24,66
2019-09-25,121
2019-09-26,100
2019-09-27,67
2019-09-28,107
2019-09-29,81
2019-09-30,86
2019-10-01,64
2019-10-02,116
2019-10-03,86
2019-10-04,57
2019-10-05,98
2019-10-06,74
2019-10-07,86
2019-10-08,83
2019-10-09,105
2019-10-10,85
2019-10-11,80
2019-10-12,96
2019-10-13,83
2019-10-14,83
2019-10-15,78
2019-10-16,121
2019-10-17,92
2019-10-18,73
2019-10-19,86
2019-10-20,82
2019-10-21,86
2019-10-22,90
2019-10-23,114
2019-10-24,65
2019-10-25,57
2019-10-26,104
2019-10-27,73
2019-10-28,46
2019-10-29,79
2019-10-30,115
2019-10-31,98
2019-11-01,49
2019-11-02,93
2019-11-03,53
2019-11-04,56
2019-11-05,59
2019-11-06,140
2019-11-07,39
2019-11-08,54
2019-11-09,85
2019-11-10,49
2019-11-11,47
2019-11-12,54
2019-11-13,148
2019-11-14,75
2019-11-15,37
2019-11-16,66
2019-11-17,53
2019-11-18,42
2019-11-19,34
2019-11-20,88
2019-11-21,48
2019-11-22,40
2019-11-23,68
2019-11-24,53
2019-11-25,211
2019-11-26,72
2019-11-27,90
2019-11-28,86
2019-11-29,29
2019-11-30,47
2019-12-01,30
2019-12-02,49
2019-12-03,24
2019-12-04,83
2019-12-05,73
2019-12-06,25
2019-12-07,56
2019-12-08,33
2019-12-09,34
2019-12-10,38
2019-12-11,75
2019-12-12,35
2019-12-13,29
2019-12-14,49
2019-12-15,33
2019-12-16,45
2019-12-17,48
2019-12-18,70
2019-12-19,67
2019-12-20,45
2019-12-21,58
2019-12-22,36
2019-12-23,48
2019-12-24,22
2019-12-25,28
2019-12-26,29
2019-12-27,33
2019-12-28,53
2019-12-29,36
2019-12-30,31
2019-12-31,32
2020-01-01,55
2020-01-02,36
2020-01-03,31
2020-01-04,57
2020-01-05,44
2020-01-06,30
2020-01-07,33
2020-01-08,76
2020-01-09,82
2020-01-10,62
2020-01-11,49
2020-01-12,40
2020-01-13,84
2020-01-14,58
2020-01-15,107
2020-01-16,58
2020-01-17,58
2020-01-18,56
2020-01-19,43
2020-01-20,54
2020-01-21,64
2020-01-22,94
2020-01-23,73
2020-01-24,65
2020-01-25,54
2020-01-26,36
2020-01-27,80
2020-01-28,52
2020-01-29,104
2020-01-30,55
2020-01-31,65
2020-02-01,63
2020-02-02,45
2020-02-03,76
2020-02-04,72
2020-02-05,80
2020-02-06,75
2020-02-07,51
2020-02-08,76
2020-02-09,48
2020-02-10,115
2020-02-11,76
2020-02-12,61
2020-02-13,85
2020-02-14,57
2020-02-15,66
2020-02-16,61
2020-02-17,77
2020-02-18,80
2020-02-19,80
2020-02-20,61
2020-02-21,41
2020-02-22,63
2020-02-23,49
2020-02-24,68
2020-02-25,59
2020-02-26,103
2020-02-27,50
2020-02-28,46
2020-02-29,88
2020-03-01,68
2020-03-02,24
2020-03-03,55
2020-03-04,88
2020-03-05,65
2020-03-06,36
2020-03-07,70
2020-03-08,48
2020-03-09,30
2020-03-10,50
2020-03-11,81
2020-03-12,46
2020-03-13,29
2020-03-14,66
2020-03-15,46
2020-03-16,40
2020-03-17,26
2020-03-18,54
2020-03-19,33
2020-03-20,14
2020-03-21,26
2020-03-22,3
2020-03-23,6
2020-03-24,8
2020-03-25,6
2020-03-26,14
2020-03-27,4
2020-03-28,0
2020-03-29,2
2020-03-30,11
2020-03-31,10
2020-04-01,2
2020-04-02,22
2020-04-03,4
2020-04-04,2
2020-04-05,2
2020-04-06,14
2020-04-07,36
2020-04-08,9
2020-04-09,10
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,8
2020-04-14,15
2020-04-15,14
2020-04-16,4
2020-04-17,1
2020-04-18,1
2020-04-19,0
2020-04-20,1
2020-04-21,11
2020-04-22,13
2020-04-23,16
2020-04-24,0
2020-04-25,1
2020-04-26,1
2020-04-27,12
2020-04-28,22
2020-04-29,14
2020-04-30,14
2020-05-01,2
2020-05-02,3
2020-05-03,2
2020-05-04,14
2020-05-05,14
2020-05-06,28
2020-05-07,22
2020-05-08,8
2020-05-09,2
2020-05-10,1
2020-05-11,22
2020-05-12,24
2020-05-13,26
2020-05-14,36
2020-05-15,7
2020-05-16,1
2020-05-17,2
2020-05-18,22
2020-05-19,31
2020-05-20,23
2020-05-21,39
2020-05-22,10
2020-05-23,0
2020-05-24,7
2020-05-25,23
2020-05-26,13
2020-05-27,34
2020-05-28,25
2020-05-29,12
2020-05-30,9
2020-05-31,1
2020-06-01,35
2020-06-02,27
2020-06-03,28
2020-06-04,32
2020-06-05,31
2020-06-06,16
2020-06-07,4
2020-06-08,10
2020-06-09,36
2020-06-10,33
2020-06-11,38
2020-06-12,17
2020-06-13,21
2020-06-14,42
2020-06-15,48
2020-06-16,40
2020-06-17,35
2020-06-18,23
2020-06-19,33
2020-06-20,20
2020-06-21,10
2020-06-22,62
2020-06-23,51
2020-06-24,39
2020-06-25,18
2020-06-26,30
2020-06-27,8
2020-06-28,3
2020-06-29,34
2020-06-30,39
2020-07-01,30
2020-07-02,38
2020-07-03,36
2020-07-04,24
2020-07-05,28
2020-07-06,52
2020-07-07,45
2020-07-08,48
2020-07-09,58
2020-07-10,19
2020-07-11,33
2020-07-12,28
2020-07-13,31
2020-07-14,51
2020-07-15,32
2020-07-16,67
2020-07-17,15
2020-07-18,37
2020-07-19,25
2020-07-20,33
2020-07-21,40
2020-07-22,43
2020-07-23,81
2020-07-24,27
2020-07-25,48
2020-07-26,37
2020-07-27,116
2020-07-28,49
2020-07-29,46
2020-07-30,42
2020-07-31,20
2020-08-01,72
2020-08-02,39
2020-08-03,42
2020-08-04,43
2020-08-05,52
2020-08-06,59
2020-08-07,38
2020-08-08,224
2020-08-09,55
2020-08-10,39
2020-08-11,81
2020-08-12,70
2020-08-13,60
2020-08-14,41
2020-08-15,45
2020-08-16,39
2020-08-17,46
2020-08-18,39
2020-08-19,65
2020-08-20,51
2020-08-21,27
2020-08-22,73
2020-08-23,65
2020-08-24,49
2020-08-25,56
2020-08-26,78
2020-08-27,47
2020-08-28,48
2020-08-29,58
2020-08-30,46
2020-08-31,70
2020-09-01,49
2020-09-02,58
2020-09-03,36
2020-09-04,37
2020-09-05,83
2020-09-06,50
2020-09-07,40
2020-09-08,56
2020-09-09,77
2020-09-10,43
2020-09-11,46
2020-09-12,68
2020-09-13,69
2020-09-14,55
2020-09-15,62
2020-09-16,98
2020-09-17,60
2020-09-18,42
2020-09-19,71
2020-09-20,51
2020-09-21,56
2020-09-22,45
2020-09-23,83
2020-09-24,46
2020-09-25,22
2020-09-26,67
2020-09-27,52
2020-09-28,38
2020-09-29,49
2020-09-30,73
2020-10-01,54
2020-10-02,31
2020-10-03,95
2020-10-04,48
2020-10-05,60
2020-10-06,42
2020-10-07,88
2020-10-08,84
2020-10-09,40
2020-10-10,79
2020-10-11,43
2020-10-12,33
2020-10-13,28
2020-10-14,75
2020-10-15,57
2020-10-16,40
2020-10-17,85
2020-10-18,68
2020-10-19,41
2020-10-20,38
2020-10-21,69
2020-10-22,45
2020-10-23,31
2020-10-24,76
2020-10-25,47
2020-10-26,37
2020-10-27,35
2020-10-28,80
2020-10-29,52
2020-10-30,41
2020-10-31,71
2020-11-01,36
2020-11-02,39
2020-11-03,43
2020-11-04,47
2020-11-05,23
2020-11-06,27
2020-11-07,40
2020-11-08,46
2020-11-09,26
2020-11-10,25
2020-11-11,30
2020-11-12,46
2020-11-13,19
2020-11-14,21
2020-11-15,15
2020-11-16,23
2020-11-17,20
2020-11-18,25
2020-11-19,33
2020-11-20,5
2020-11-21,13
2020-11-22,7
2020-11-23,18
2020-11-24,19
2020-11-25,25
2020-11-26,31
2020-11-27,3
2020-11-28,20
2020-11-29,8
2020-11-30,1
2020-12-01,39
2020-12-02,43
2020-12-03,46
2020-12-04,6
2020-12-05,15
2020-12-06,18
2020-12-07,32
2020-12-08,29
2020-12-09,43
2020-12-10,48
2020-12-11,9
2020-12-12,19
2020-12-13,8
2020-12-14,5
2020-12-15,40
2020-12-16,23
2020-12-17,51
2020-12-18,34
2020-12-19,37
2020-12-20,29
2020-12-21,26
2020-12-22,53
2020-12-23,12
2020-12-24,5
2020-12-25,3
2020-12-26,27
2020-12-27,7
2020-12-28,17
2020-12-29,24
2020-12-30,31
2020-12-31,10
2021-01-01,5
2021-01-02,27
2021-01-03,11
2021-01-04,17
2021-01-05,38
2021-01-06,16
2021-01-07,47
2021-01-08,22
2021-01-09,13
2021-01-10,7
2021-01-11,36
2021-01-12,26
2021-01-13,29
2021-01-14,16
2021-01-15,8
2021-01-16,18
2021-01-17,3
2021-01-18,26
2021-01-19,26
2021-01-20,31
2021-01-21,60
2021-01-22,28
2021-01-23,15
2021-01-24,8
2021-01-25,29
2021-01-26,31
2021-01-27,32
2021-01-28,26
2021-01-29,4
2021-01-30,9
2021-01-31,2
2021-02-01,25
2021-02-02,64
2021-02-03,18
2021-02-04,31
2021-02-05,15
2021-02-06,14
2021-02-07,1
2021-02-08,38
2021-02-09,41
2021-02-10,34
2021-02-11,40
2021-02-12,17
2021-02-13,18
2021-02-14,4
2021-02-15,43
2021-02-16,8
2021-02-17,18
2021-02-18,26
2021-02-19,13
2021-02-20,6
2021-02-21,26
2021-02-22,25
2021-02-23,34
2021-02-24,40
2021-02-25,55
2021-02-26,19
2021-02-27,24
2021-02-28,7
2021-03-01,25
2021-03-02,20
2021-03-03,11
2021-03-04,33
2021-03-05,9
2021-03-06,16
2021-03-07,7
2021-03-08,35
2021-03-09,17
2021-03-10,42
2021-03-11,36
2021-03-12,11
2021-03-13,14
2021-03-14,6
2021-03-15,9
2021-03-16,28
2021-03-17,18
2021-03-18,35
2021-03-19,27
2021-03-20,13
2021-03-21,10
2021-03-22,21
2021-03-23,10
2021-03-24,11
2021-03-25,36
2021-03-26,15
2021-03-27,9
2021-03-28,13
2021-03-29,38
2021-03-30,49
2021-03-31,51
2021-04-01,32
2021-04-02,10
2021-04-03,27
2021-04-04,13
2021-04-05,38
2021-04-06,28
2021-04-07,34
2021-04-08,29
2021-04-09,12
2021-04-10,10
2021-04-11,10
2021-04-12,33
2021-04-13,23
2021-04-14,24
2021-04-15,46
2021-04-16,19
2021-04-17,20
2021-04-18,20
2021-04-19,35
2021-04-20,18
2021-04-21,42
2021-04-22,28
2021-04-23,19
2021-04-24,33
2021-04-25,27
2021-04-26,23
2021-04-27,26
2021-04-28,37
2021-04-29,24
2021-04-30,25
2021-05-01,28
2021-05-02,25
2021-05-03,19
2021-05-04,30
2021-05-05,51
2021-05-06,45
2021-05-07,25
2021-05-08,28
2021-05-09,31
2021-05-10,55
2021-05-11,39
2021-05-12,48
2021-05-13,67
2021-05-14,24
2021-05-15,51
2021-05-16,24
2021-05-17,42
2021-05-18,46
2021-05-19,52
2021-05-20,69
2021-05-21,26
2021-05-22,32
2021-05-23,27
2021-05-24,37
2021-05-25,48
2021-05-26,60
2021-05-27,92
2021-05-28,36
2021-05-29,50
2021-05-30,30
2021-05-31,47
2021-06-01,59
2021-06-02,53
2021-06-03,84
2021-06-04,39
2021-06-05,48
2021-06-06,46
2021-06-07,47
2021-06-08,50
2021-06-09,44
2021-06-10,65
2021-06-11,61
2021-06-12,62
2021-06-13,39
2021-06-14,48
2021-06-15,83
2021-06-16,60
2021-06-17,81
2021-06-18,35
2021-06-19,58
2021-06-20,46
2021-06-21,32
2021-06-22,78
2021-06-23,37
2021-06-24,89
2021-06-25,42
2021-06-26,140
2021-06-27,47
2021-06-28,76
2021-06-29,90
2021-06-30,89
2021-07-01,115
2021-07-02,92
2021-07-03,86
2021-07-04,68
2021-07-05,56
2021-07-06,65
2021-07-07,61
2021-07-08,87
2021-07-09,64
2021-07-10,79
2021-07-11,57
2021-07-12,107
2021-07-13,161
2021-07-14,80
2021-07-15,96
2021-07-16,57
2021-07-17,78
2021-07-18,58
2021-07-19,87
2021-07-20,89
2021-07-21,67
2021-07-22,121
2021-07-23,59
2021-07-24,90
2021-07-25,78
2021-07-26,74
2021-07-27,73
2021-07-28,93
2021-07-29,95
2021-07-30,64
2021-07-31,80
2021-08-01,68
2021-08-02,81
2021-08-03,80
2021-08-04,96
2021-08-05,87
2021-08-06,66
2021-08-07,83
2021-08-08,67
2021-08-09,84
2021-08-10,91
2021-08-11,112
2021-08-12,109
2021-08-13,67
2021-08-14,87
2021-08-15,75
2021-08-16,89
2021-08-17,69
2021-08-18,107
2021-08-19,93
2021-08-20,64
2021-08-21,101
2021-08-22,77
2021-08-23,85
2021-08-24,69
2021-08-25,96
2021-08-26,89
2021-08-27,54
2021-08-28,92
2021-08-29,76
2021-08-30,81
2021-08-31,72
2021-09-01,107
2021-09-02,99
2021-09-03,62
2021-09-04,110
2021-09-05,81
2021-09-06,86
2021-09-07,72
2021-09-08,109
2021-09-09,87
2021-09-10,66
2021-09-11,95
2021-09-12,71
2021-09-13,95
2021-09-14,70
2021-09-15,110
2021-09-16,75
2021-09-17,79
2021-09-18,94
2021-09-19,160
2021-09-20,78
2021-09-21,52
2021-09-22,103
2021-09-23,99
2021-09-24,77
2021-09-25,87
2021-09-26,75
2021-09-27,61
2021-09-28,72
2021-09-29,103
2021-09-30,85
2021-10-01,69
2021-10-02,108
2021-10-03,80
2021-10-04,98
2021-10-05,72
2021-10-06,115
2021-10-07,113
2021-10-08,84
2021-10-09,110
2021-10-10,80
2021-10-11,87
2021-10-12,86
2021-10-13,132
2021-10-14,91
2021-10-15,82
2021-10-16,119
2021-10-17,79
2021-10-18,81
2021-10-19,63
2021-10-20,131
2021-10-21,102
2021-10-22,85
2021-10-23,111
2021-10-24,97
2021-10-25,98
2021-10-26,91
2021-10-27,132
2021-10-28,72
2021-10-29,85
2021-10-30,135
2021-10-31,103
2021-11-01,108
2021-11-02,63
2021-11-03,124
2021-11-04,70
2021-11-05,74
2021-11-06,105
2021-11-07,80
2021-11-08,87
2021-11-09,72
2021-11-10,91
2021-11-11,64
2021-11-12,73
2021-11-13,83
2021-11-14,122
2021-11-15,57
2021-11-16,57
2021-11-17,68
2021-11-18,77
2021-11-19,68
2021-11-20,82
2021-11-21,59
2021-11-22,57
2021-11-23,67
2021-11-24,56
2021-11-25,70
2021-11-26,56
2021-11-27,79
2021-11-28,59
2021-11-29,62
2021-11-30,75
2021-12-01,63
2021-12-02,61
2021-12-03,50
2021-12-04,62
2021-12-05,45
2021-12-06,66
2021-12-07,63
2021-12-08,40
2021-12-09,66
2021-12-10,54
2021-12-11,55
2021-12-12,50
2021-12-13,70
2021-12-14,53
2021-12-15,62
2021-12-16,71
2021-12-17,58
2021-12-18,61
2021-12-19,45
2021-12-20,59
2021-12-21,68
2021-12-22,67
2021-12-23,44
2021-12-24,38
2021-12-25,5
2021-12-26,43
2021-12-27,44
2021-12-28,70
2021-12-29,66
2021-12-30,47
2021-12-31,42
